;Year;variable;Ind_conditions;Mean_conditions;variable_name;variable_response;variable_category;variable_posneg;Pob_Nacional;Quintiles;Weight;PIB_change_Nacional;Predictions;PIB_percapita_Nacional;AgeNumeric;Ind_conditions_prop;Ind_condition_quint_prop
0;2008;Vacaciones No;16190639.29792718;6.308505997427044;Vacaciones;No;Economía no básica;Negativo;46157822;1º - Inferior;8467074.99107732;5599.398495030321;7.041514444755755;24.017553690005396;48.68412258129198;0.35076696855252787;0.18343748955653325
1;2008;Vacaciones No;16190639.29792718;6.308505997427044;Vacaciones;No;Economía no básica;Negativo;46157822;2º;9042447.36704197;5979.900524297244;7.041514444755755;24.017553690005396;48.68412258129198;0.35076696855252787;0.19590281723089034
2;2008;Vacaciones No;16190639.29792718;6.308505997427044;Vacaciones;No;Economía no básica;Negativo;46157822;3º;9870798.482036652;6527.701032920134;7.041514444755755;24.017553690005396;48.68412258129198;0.35076696855252787;0.21384887878887898
3;2008;Vacaciones No;16190639.29792718;6.308505997427044;Vacaciones;No;Economía no básica;Negativo;46157822;4º;10055904.876448872;6650.114554400109;7.041514444755755;24.017553690005396;48.68412258129198;0.35076696855252787;0.21785917187446305
4;2008;Vacaciones No;16190639.29792718;6.308505997427044;Vacaciones;No;Economía no básica;Negativo;46157822;5º - Superior;8721596.283394122;5767.717087065287;7.041514444755755;24.017553690005396;48.68412258129198;0.35076696855252787;0.18895164254921132
5;2008;Vacaciones_Sí;29967182.70205662;7.437543510651797;Vacaciones;Sí;Economía no básica;Positivo;46157822;1º - Inferior;8467074.99107732;5599.398495030321;7.041514444755755;24.017553690005396;48.68412258129198;0.6492330314471212;0.18343748955653325
6;2008;Vacaciones_Sí;29967182.70205662;7.437543510651797;Vacaciones;Sí;Economía no básica;Positivo;46157822;2º;9042447.36704197;5979.900524297244;7.041514444755755;24.017553690005396;48.68412258129198;0.6492330314471212;0.19590281723089034
7;2008;Vacaciones_Sí;29967182.70205662;7.437543510651797;Vacaciones;Sí;Economía no básica;Positivo;46157822;3º;9870798.482036652;6527.701032920134;7.041514444755755;24.017553690005396;48.68412258129198;0.6492330314471212;0.21384887878887898
8;2008;Vacaciones_Sí;29967182.70205662;7.437543510651797;Vacaciones;Sí;Economía no básica;Positivo;46157822;4º;10055904.876448872;6650.114554400109;7.041514444755755;24.017553690005396;48.68412258129198;0.6492330314471212;0.21785917187446305
9;2008;Vacaciones_Sí;29967182.70205662;7.437543510651797;Vacaciones;Sí;Economía no básica;Positivo;46157822;5º - Superior;8721596.283394122;5767.717087065287;7.041514444755755;24.017553690005396;48.68412258129198;0.6492330314471212;0.18895164254921132
10;2008;Alimentación No;899308.5661865567;5.702964860954438;Alimentación;No;Economía básica;Negativo;46157822;1º - Inferior;8467074.99107732;5599.398495030321;7.041514444755755;24.017553690005396;48.68412258129198;0.019483340574140535;0.18343748955653325
11;2008;Alimentación No;899308.5661865567;5.702964860954438;Alimentación;No;Economía básica;Negativo;46157822;2º;9042447.36704197;5979.900524297244;7.041514444755755;24.017553690005396;48.68412258129198;0.019483340574140535;0.19590281723089034
12;2008;Alimentación No;899308.5661865567;5.702964860954438;Alimentación;No;Economía básica;Negativo;46157822;3º;9870798.482036652;6527.701032920134;7.041514444755755;24.017553690005396;48.68412258129198;0.019483340574140535;0.21384887878887898
13;2008;Alimentación No;899308.5661865567;5.702964860954438;Alimentación;No;Economía básica;Negativo;46157822;4º;10055904.876448872;6650.114554400109;7.041514444755755;24.017553690005396;48.68412258129198;0.019483340574140535;0.21785917187446305
14;2008;Alimentación No;899308.5661865567;5.702964860954438;Alimentación;No;Economía básica;Negativo;46157822;5º - Superior;8721596.283394122;5767.717087065287;7.041514444755755;24.017553690005396;48.68412258129198;0.019483340574140535;0.18895164254921132
15;2008;Alimentación Sí;45258513.433792725;7.068112072818343;Alimentación;Sí;Economía básica;Positivo;46157822;1º - Inferior;8467074.99107732;5599.398495030321;7.041514444755755;24.017553690005396;48.68412258129198;0.9805166594254107;0.18343748955653325
16;2008;Alimentación Sí;45258513.433792725;7.068112072818343;Alimentación;Sí;Economía básica;Positivo;46157822;2º;9042447.36704197;5979.900524297244;7.041514444755755;24.017553690005396;48.68412258129198;0.9805166594254107;0.19590281723089034
17;2008;Alimentación Sí;45258513.433792725;7.068112072818343;Alimentación;Sí;Economía básica;Positivo;46157822;3º;9870798.482036652;6527.701032920134;7.041514444755755;24.017553690005396;48.68412258129198;0.9805166594254107;0.21384887878887898
18;2008;Alimentación Sí;45258513.433792725;7.068112072818343;Alimentación;Sí;Economía básica;Positivo;46157822;4º;10055904.876448872;6650.114554400109;7.041514444755755;24.017553690005396;48.68412258129198;0.9805166594254107;0.21785917187446305
19;2008;Alimentación Sí;45258513.433792725;7.068112072818343;Alimentación;Sí;Economía básica;Positivo;46157822;5º - Superior;8721596.283394122;5767.717087065287;7.041514444755755;24.017553690005396;48.68412258129198;0.9805166594254107;0.18895164254921132
